system:index,EXG,EXR,ExGR,GLI1,NDVI,NGRDI,RI,VARI,lat,lon,res_m,.geo
18,141.9425287356322,474.78537095088814,-332.8428422152559,0.04720268559964446,0.49575123,-0.065212525,0.065212525,-0.09617329992420595,-0.9203240085804497,-48.59301782151933,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59301782151933,-0.9203240085804497]}"
19,190.61745689655172,406.5241379310344,-215.90668103448277,0.06679760271502887,0.5436843,-0.045386154,0.045386154,-0.06599156652149339,-0.9203240085804497,-48.59283815846251,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59283815846251,-0.9203240085804497]}"
20,240.23157894736843,362.4863157894736,-122.25473684210517,0.08454075283718285,0.55205566,-0.02362804,0.02362804,-0.034120210578917384,-0.9203240085804497,-48.592658495405686,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592658495405686,-0.9203240085804497]}"
21,264.01868131868133,294.963956043956,-30.945274725274672,0.09625505285923004,0.5858863,0.004713273,-0.004713273,0.006644594296736345,-0.9203240085804497,-48.59247883234887,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59247883234887,-0.9203240085804497]}"
22,352.50139275766014,172.08969359331468,180.41169916434546,0.13989088491226584,0.6362743,0.064445704,-0.064445704,0.09814595951898802,-0.9203240085804497,-48.59229916929204,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59229916929204,-0.9203240085804497]}"
23,158.69189189189188,407.9098378378378,-249.21794594594581,0.05669832719052031,0.5503667,-0.051056836,0.051056836,-0.0751640138738924,-0.9201443455236259,-48.59301782151933,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59301782151933,-0.9201443455236259]}"
24,150.13601741022848,382.7020674646355,-232.566050054407,0.056274081007244015,0.5606013,-0.04777416,0.04777416,-0.07106022226051083,-0.9201443455236259,-48.59283815846251,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59283815846251,-0.9201443455236259]}"
25,186.41912512716175,385.603458799593,-199.18433367243122,0.06798116361795643,0.5447989,-0.041702725,0.041702725,-0.06086175529895827,-0.9201443455236259,-48.592658495405686,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592658495405686,-0.9201443455236259]}"
26,223.25,332.7499999999999,-109.49999999999994,0.0837983076830729,0.5770694,-0.01989447,0.01989447,-0.029217546793458643,-0.9201443455236259,-48.59247883234887,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59247883234887,-0.9201443455236259]}"
27,223.9811616954474,310.75729984301404,-86.77613814756668,0.083022170212582,0.59073657,-0.0023306657,0.0023306657,-0.005515181817872593,-0.919964682466802,-48.59319748457616,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59319748457616,-0.919964682466802]}"
28,336.9255319148936,232.17425531914884,104.75127659574474,0.12936466525603219,0.629334,0.03271626,-0.03271626,0.04756142025336207,-0.919964682466802,-48.59301782151933,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59301782151933,-0.919964682466802]}"
29,216.0,330.29999999999995,-114.29999999999995,0.08179590809550041,0.58252174,-0.020548426,0.020548426,-0.03020032304603388,-0.919964682466802,-48.59283815846251,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59283815846251,-0.919964682466802]}"
30,197.55712841253793,333.62689585439836,-136.06976744186042,0.07697578321775475,0.5881672,-0.027634254,0.027634254,-0.04058095328116073,-0.919964682466802,-48.592658495405686,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592658495405686,-0.919964682466802]}"
31,264.37392373923734,162.35006150061494,102.02386223862244,0.12348303570863446,0.6773411,0.05800119,-0.05800119,0.09226462638587715,-0.919964682466802,-48.59247883234887,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59247883234887,-0.919964682466802]}"
32,307.3720930232558,251.50232558139524,55.86976744186055,0.11458810196929863,0.6252198,0.025988976,-0.025988976,0.03844781340640225,-0.919785019409978,-48.59319748457616,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59319748457616,-0.919785019409978]}"
33,318.7992125984252,217.34783464566925,101.45137795275602,0.12679713443349985,0.642631,0.03384397,-0.03384397,0.04898921360140833,-0.919785019409978,-48.59301782151933,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59301782151933,-0.919785019409978]}"
34,308.28822882288233,244.15291529152907,64.13531353135319,0.12069964717557366,0.62623733,0.021099843,-0.021099843,0.030615679177681012,-0.919785019409978,-48.59283815846251,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59283815846251,-0.919785019409978]}"
35,280.0063224446786,222.0847207586933,57.92160168598525,0.11578747127749317,0.6347566,0.027244268,-0.027244268,0.040279017095677064,-0.919785019409978,-48.592658495405686,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592658495405686,-0.919785019409978]}"
36,255.84057971014494,60.074948240165625,195.7656314699793,0.14302560338461695,0.7513554,0.11078367,-0.11078367,0.17902778766495972,-0.919785019409978,-48.59247883234887,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59247883234887,-0.919785019409978]}"
37,278.4952279957583,231.48441145281015,47.01081654294813,0.11212499823892255,0.6460541,0.023493974,-0.023493974,0.035092693496129874,-0.9196053563531541,-48.59319748457616,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59319748457616,-0.9196053563531541]}"
38,244.4451410658307,257.946290491118,-13.501149425287311,0.09990715058767156,0.63244295,0.0057307663,-0.0057307663,0.008459058692828123,-0.9196053563531541,-48.59301782151933,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59301782151933,-0.9196053563531541]}"
39,340.9407244785949,173.65181119648733,167.28891328210756,0.1390328964797368,0.66964567,0.05717311,-0.05717311,0.08508243745559982,-0.9196053563531541,-48.59283815846251,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59283815846251,-0.9196053563531541]}"
40,337.00199800199806,47.35444555444551,289.6475524475525,0.1834400190009291,0.73179454,0.13422734,-0.13422734,0.2080991474068594,-0.9196053563531541,-48.592658495405686,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592658495405686,-0.9196053563531541]}"
41,244.65690376569037,281.4468619246862,-36.78995815899581,0.10046968499451206,0.60934055,-1.8279684E-4,1.8279684E-4,-5.729429144250873E-4,-0.9194256932963303,-48.593377147632985,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.593377147632985,-0.9194256932963303]}"
