system:index,EXG,EXR,ExGR,GLI1,NGRDI,RI,VARI,b1,b2,b3,lat,lon,res_m,.geo
26,66.20856,-38.69304,104.901596,0.23120691,0.44078973,-0.44078973,1.2390844,78.88672,91.35575,37.616222,-0.9191897552400369,-48.59276111387004,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59276111387004,-0.9191897552400369]}"
27,70.168304,-35.611855,105.78016,0.14389932,0.31683442,-0.31683442,0.9114175,143.59488,146.47589,79.1886,-0.9192534993746062,-48.593452524843485,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.593452524843485,-0.9192534993746062]}"
28,64.20688,-36.64417,100.85104,0.14120655,0.3356992,-0.3356992,1.0832005,136.10025,135.43655,70.565994,-0.9192534567104704,-48.59338966543184,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59338966543184,-0.9192534567104704]}"
29,65.66984,-39.551136,105.22097,0.15739535,0.36777654,-0.36777654,1.2470697,126.16561,127.23249,62.62954,-0.9192534140452222,-48.59332680602309,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59332680602309,-0.9192534140452222]}"
30,70.265274,-42.198788,112.464066,0.17083903,0.38626134,-0.38626134,1.277436,124.20997,127.81476,61.154263,-0.9192533713788625,-48.59326394661729,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59326394661729,-0.9192533713788625]}"
31,67.39358,-39.509533,106.90311,0.15750384,0.36883405,-0.36883405,1.2788984,132.13527,133.23936,66.94988,-0.9192533287113911,-48.593201087214396,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.593201087214396,-0.9192533287113911]}"
32,70.86477,-43.25458,114.11935,0.16240893,0.38507742,-0.38507742,1.4167374,135.60005,136.55344,66.64204,-0.9192532860428079,-48.59313822781441,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59313822781441,-0.9192532860428079]}"
33,72.58186,-46.539585,119.121445,0.17528096,0.41466767,-0.41466767,1.5919598,129.6349,131.42438,60.631996,-0.9192532433731126,-48.59307536841736,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59307536841736,-0.9192532433731126]}"
34,72.15977,-48.80852,120.96829,0.17011786,0.42107755,-0.42107755,1.7596668,133.73817,133.02701,60.15606,-0.9192532007023064,-48.59301250902322,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59301250902322,-0.9192532007023064]}"
35,67.750435,-49.412357,117.16279,0.15389796,0.41131678,-0.41131678,1.89501,141.22493,135.08508,61.19481,-0.9192531580303878,-48.592949649632,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592949649632,-0.9192531580303878]}"
36,59.28786,-43.17398,102.46184,0.13126083,0.37321323,-0.37321323,1.7063758,144.68797,134.66232,65.34882,-0.9192531153573573,-48.5928867902437,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.5928867902437,-0.9192531153573573]}"
37,54.23594,-38.01478,92.25072,0.13027027,0.36243442,-0.36243442,1.5140386,134.10101,125.36497,62.392994,-0.9192530726832153,-48.592823930858316,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592823930858316,-0.9192530726832153]}"
38,65.3377,-42.904255,108.24195,0.2082747,0.45634168,-0.45634168,1.5210816,93.489845,99.69684,40.56613,-0.9192530300079619,-48.59276107147585,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59276107147585,-0.9192530300079619]}"
39,73.30869,-21.323853,94.632545,0.20289536,0.32355013,-0.32355013,0.72663265,104.13717,126.16686,74.88786,-0.9192529873315962,-48.592698212096316,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592698212096316,-0.9192529873315962]}"
40,66.428,-34.202724,100.63073,0.14730462,0.32459667,-0.32459667,0.95463854,132.81732,135.96707,72.68882,-0.9193167741748199,-48.59345248245853,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59345248245853,-0.9193167741748199]}"
41,65.081,-35.659836,100.74084,0.14938515,0.33932143,-0.33932143,1.0533587,129.71465,131.69672,68.59777,-0.919316731507747,-48.59338962304577,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59338962304577,-0.919316731507747]}"
42,68.71415,-41.206654,109.9208,0.1636141,0.37560585,-0.37560585,1.2451918,127.48859,129.70953,63.216347,-0.9193166888395614,-48.59332676363593,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59332676363593,-0.9193166888395614]}"
43,74.34625,-46.105747,120.451996,0.17327483,0.39516172,-0.39516172,1.3325849,130.7661,133.91753,62.7227,-0.9193166461702645,-48.59326390422902,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59326390422902,-0.9193166461702645]}"
44,72.73401,-44.335003,117.069016,0.16975743,0.38859996,-0.38859996,1.3307483,131.05528,133.87222,63.955162,-0.9193166034998556,-48.59320104482501,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59320104482501,-0.9193166034998556]}"
45,71.41148,-45.390755,116.80224,0.16795997,0.39620432,-0.39620432,1.4318995,130.60913,131.91005,61.7995,-0.9193165608283345,-48.59313818542393,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59313818542393,-0.9193165608283345]}"
46,70.51888,-48.732563,119.25145,0.16116641,0.4114819,-0.4114819,1.7836993,139.09824,135.96188,62.306664,-0.9193165181557021,-48.59307532602576,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59307532602576,-0.9193165181557021]}"
47,64.36672,-45.335743,109.70247,0.13815823,0.38422078,-0.38422078,1.8307137,149.58951,141.22388,68.49152,-0.9193164754819583,-48.59301246663052,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59301246663052,-0.9193164754819583]}"
48,61.363693,-47.211536,108.57523,0.13377489,0.39554995,-0.39554995,2.0929878,148.4222,136.93817,64.090454,-0.9193164328071018,-48.59294960723819,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59294960723819,-0.9193164328071018]}"
49,62.545628,-46.567173,109.1128,0.12852407,0.3755569,-0.3755569,1.9192978,155.25586,143.5305,69.25952,-0.9193163901311341,-48.59288674784879,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59288674784879,-0.9193163901311341]}"
50,67.03396,-48.35648,115.390434,0.14375159,0.38888496,-0.38888496,1.6721615,146.1498,138.94487,64.70599,-0.919316347454054,-48.592823888462306,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592823888462306,-0.919316347454054]}"
51,71.00592,-48.471684,119.4776,0.20210446,0.450875,-0.450875,1.5468947,106.189575,110.89001,44.584515,-0.9193163047758621,-48.592761029078744,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592761029078744,-0.9193163047758621]}"
52,67.61767,-27.384665,95.002335,0.23089129,0.35390234,-0.35390234,0.74637043,76.28716,96.71227,49.519722,-0.9193162620965586,-48.59269816969809,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59269816969809,-0.9193162620965586]}"
53,78.05076,-45.890633,123.94139,0.1758133,0.38061294,-0.38061294,1.1576895,130.05084,136.362,64.622406,-0.9193800063049984,-48.59338958065678,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59338958065678,-0.9193800063049984]}"
54,75.618935,-46.809235,122.42817,0.16867585,0.38727838,-0.38727838,1.3031528,136.14563,138.70064,65.63671,-0.9193799636338761,-48.59332672124584,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59332672124584,-0.9193799636338761]}"
55,63.736446,-39.10526,102.841705,0.13466707,0.3459847,-0.3459847,1.3049917,148.9721,143.71484,74.72113,-0.9193799209616416,-48.59326386183782,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59326386183782,-0.9193799209616416]}"
56,66.95014,-44.273666,111.22381,0.13969833,0.3677738,-0.3677738,1.5078374,151.05667,144.96437,71.92193,-0.9193798782882953,-48.59320100243271,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59320100243271,-0.9193798782882953]}"
57,62.956375,-41.184975,104.14135,0.12940152,0.35535598,-0.35535598,1.5395826,156.05962,147.46523,75.91447,-0.9193798356138373,-48.59313814303053,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59313814303053,-0.9193798356138373]}"
58,56.63222,-35.607407,92.239624,0.11000559,0.32312444,-0.32312444,1.4301472,165.27148,152.80988,83.71605,-0.9193797929382672,-48.593075283631265,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.593075283631265,-0.9193797929382672]}"
59,56.190205,-37.87521,94.065414,0.11556827,0.3405362,-0.3405362,1.5302489,155.33473,143.47762,75.43029,-0.919379750261585,-48.59301242423491,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59301242423491,-0.919379750261585]}"
60,64.341736,-46.474773,110.81651,0.13769087,0.38619468,-0.38619468,1.6946456,149.9336,140.83928,67.40321,-0.9193797075837915,-48.59294956484149,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59294956484149,-0.9193797075837915]}"
61,57.30663,-42.96827,100.2749,0.12068656,0.36583543,-0.36583543,2.010186,153.76701,140.29713,69.520615,-0.9193796649048854,-48.59288670545097,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59288670545097,-0.9193796649048854]}"
62,57.444717,-40.69577,98.14049,0.12715171,0.36156029,-0.36156029,1.6226481,144.29063,134.29652,66.85767,-0.9193796222248679,-48.592823846063375,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592823846063375,-0.9193796222248679]}"
63,59.81735,-36.726418,96.54376,0.1613951,0.3731069,-0.3731069,1.3050233,114.88646,115.47717,56.250538,-0.9193795795437377,-48.592760986678705,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592760986678705,-0.9193795795437377]}"
64,66.7377,-39.812958,106.55067,0.26095322,0.47356048,-0.47356048,1.2605706,67.79052,82.51475,30.50128,-0.9193795368614962,-48.592698127296956,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592698127296956,-0.9193795368614962]}"
65,71.39879,-41.82193,113.22072,0.14855339,0.35500944,-0.35500944,1.2058682,148.97588,148.16812,75.96156,-0.919443281102226,-48.59338953826488,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59338953826488,-0.919443281102226]}"
66,62.998524,-37.19663,100.19515,0.12210001,0.32442987,-0.32442987,1.2030842,161.47627,153.92671,83.37863,-0.9194432384281662,-48.59332667885283,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59332667885283,-0.9194432384281662]}"
67,63.120667,-39.26336,102.384026,0.12661068,0.34237072,-0.34237072,1.4090109,160.21844,151.89522,80.451324,-0.9194431957529946,-48.593263819443706,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.593263819443706,-0.9194431957529946]}"
68,64.35578,-42.12589,106.48167,0.14051951,0.37184584,-0.37184584,1.681895,147.25436,141.1824,70.75465,-0.9194431530767107,-48.59320096003749,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59320096003749,-0.9194431530767107]}"
69,63.121445,-41.35008,104.47152,0.1364436,0.3664473,-0.3664473,1.6698674,149.61258,142.48753,72.241035,-0.9194431103993154,-48.59313810063421,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59313810063421,-0.9194431103993154]}"
70,55.51238,-35.994846,91.507225,0.1215759,0.34523875,-0.34523875,1.5849278,147.05013,137.55148,72.54045,-0.9194430677208076,-48.59307524123383,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59307524123383,-0.9194430677208076]}"
71,54.95315,-36.336193,91.289345,0.11517573,0.33700493,-0.33700493,1.4685386,152.20384,140.93533,74.71367,-0.9194430250411882,-48.59301238183639,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59301238183639,-0.9194430250411882]}"
72,62.974922,-44.28008,107.255005,0.14639774,0.39582977,-0.39582977,1.8332353,137.79404,131.55359,62.33822,-0.9194429823604563,-48.59294952244184,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59294952244184,-0.9194429823604563]}"
73,61.96024,-46.576836,108.53708,0.1356933,0.39038414,-0.39038414,1.9589435,146.6657,136.3886,64.15126,-0.9194429396786129,-48.59288666305023,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59288666305023,-0.9194429396786129]}"
74,56.533337,-40.568,97.10133,0.124477446,0.36067867,-0.36067867,1.5846906,145.77348,134.81197,67.31712,-0.9194428969956575,-48.59282380366154,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59282380366154,-0.9194428969956575]}"
75,65.95726,-47.251377,113.20864,0.15467522,0.40452862,-0.40452862,1.6685461,135.34857,130.32043,59.335037,-0.9194428543115898,-48.59276094427575,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59276094427575,-0.9194428543115898]}"
76,67.61035,-49.629482,117.23984,0.19870025,0.47567278,-0.47567278,1.9194589,106.29849,107.6905,41.472153,-0.9194428116264102,-48.592698084892895,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592698084892895,-0.9194428116264102]}"
77,60.351093,-29.225803,89.5769,0.27856275,0.4198479,-0.4198479,0.9190064,51.945625,71.10534,29.913952,-0.9194427689401184,-48.59263522551296,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59263522551296,-0.9194427689401184]}"
78,68.802925,-39.613155,108.416084,0.1461369,0.35002878,-0.35002878,1.1902444,148.59898,147.08307,76.76422,-0.9195065558994289,-48.59338949587006,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59338949587006,-0.9195065558994289]}"
79,61.326996,-34.3567,95.6837,0.11700597,0.31343526,-0.31343526,1.1603371,165.41876,157.27075,87.79575,-0.9195065132224322,-48.59332663645691,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59332663645691,-0.9195065132224322]}"
80,69.83185,-44.66272,114.49456,0.14674026,0.37150568,-0.37150568,1.4517729,149.12807,145.48953,72.01916,-0.9195064705443229,-48.59326377704668,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59326377704668,-0.9195064705443229]}"
81,65.38661,-42.355423,107.742035,0.13783002,0.36271372,-0.36271372,1.4956305,149.60518,143.68504,72.3783,-0.9195064278651021,-48.59320091763936,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59320091763936,-0.9195064278651021]}"
82,60.08885,-37.662457,97.751305,0.12653507,0.343143,-0.343143,1.3768902,151.70555,143.80539,75.81638,-0.9195063851847686,-48.59313805823496,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59313805823496,-0.9195063851847686]}"
83,57.13198,-33.466908,90.59889,0.11135149,0.3142123,-0.3142123,1.2897792,162.25455,152.04124,84.69595,-0.9195063425033237,-48.59307519883348,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59307519883348,-0.9195063425033237]}"
84,55.36244,-34.450222,89.81266,0.11551388,0.32952544,-0.32952544,1.4210767,153.61418,143.39836,77.8201,-0.9195062998207664,-48.59301233943492,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59301233943492,-0.9195062998207664]}"
85,52.07531,-34.90106,86.976364,0.121999286,0.35044447,-0.35044447,1.5669512,137.59386,128.13098,66.592804,-0.9195062571370971,-48.59294948003929,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59294948003929,-0.9195062571370971]}"
86,58.1859,-41.959602,100.1455,0.1296963,0.37302634,-0.37302634,1.8683081,144.8686,134.62039,66.18627,-0.9195062144523157,-48.59288662064657,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59288662064657,-0.9195062144523157]}"
87,56.17091,-38.203224,94.37413,0.12063553,0.3469724,-0.3469724,1.562789,149.0325,138.37863,71.55387,-0.9195061717664224,-48.59282376125676,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59282376125676,-0.9195061717664224]}"
88,64.86628,-44.684742,109.551025,0.14158115,0.3784888,-0.3784888,1.5593147,144.73247,138.1964,66.79404,-0.9195061290794169,-48.59276090186989,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59276090186989,-0.9195061290794169]}"
89,74.2967,-51.94401,126.240715,0.16400509,0.40946665,-0.40946665,1.5712917,141.25859,138.79634,62.037373,-0.919506086391299,-48.59269804248593,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59269804248593,-0.919506086391299]}"
90,79.52433,-43.731678,123.256004,0.28943244,0.47234887,-0.47234887,1.1301712,71.24997,92.973526,35.17275,-0.9195060437020695,-48.59263518310488,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59263518310488,-0.9195060437020695]}"
91,64.95182,-33.523125,98.474945,0.12926473,0.3177407,-0.3177407,1.1523261,158.48735,155.16206,86.88496,-0.9195697880166738,-48.59332659405807,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59332659405807,-0.9195697880166738]}"
92,68.96364,-40.303272,109.26691,0.14043184,0.3493646,-0.3493646,1.3213903,155.1024,151.88287,79.699715,-0.9195697453356271,-48.593263734646726,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.593263734646726,-0.9195697453356271]}"
93,59.409637,-35.12382,94.533455,0.11410528,0.31526396,-0.31526396,1.2404137,164.20708,154.41087,85.20504,-0.9195697026534685,-48.59320087523831,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59320087523831,-0.9195697026534685]}"
94,57.042667,-34.905457,91.94812,0.12423221,0.33515182,-0.33515182,1.3576391,146.06323,138.57935,74.05277,-0.9195696599701978,-48.59313801583281,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59313801583281,-0.9195696599701978]}"
95,57.44178,-37.134563,94.57634,0.123660915,0.3423462,-0.3423462,1.4684792,147.73344,138.95041,72.72561,-0.9195696172858154,-48.593075156430224,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.593075156430224,-0.9195696172858154]}"
96,52.22354,-32.053425,84.27696,0.10352535,0.30854475,-0.30854475,1.3197854,160.44861,147.60422,82.53628,-0.91956957460032,-48.59301229703057,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59301229703057,-0.91956957460032]}"
97,56.187897,-36.8372,93.02509,0.11797804,0.33825877,-0.33825877,1.5472031,151.41745,141.0057,74.406075,-0.9195695319137132,-48.59294943763381,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59294943763381,-0.9195695319137132]}"
98,64.81021,-45.122337,109.93255,0.13343184,0.37257785,-0.37257785,1.6872429,154.67537,145.64305,71.80051,-0.9195694892259941,-48.59288657823999,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59288657823999,-0.9195694892259941]}"
99,67.81903,-49.341415,117.160446,0.1422262,0.39009184,-0.39009184,1.7593745,150.11281,142.09064,66.24945,-0.9195694465371624,-48.59282371884908,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59282371884908,-0.9195694465371624]}"
100,71.02919,-49.376713,120.40591,0.15155688,0.39210957,-0.39210957,1.5852622,146.09067,141.4395,65.759125,-0.9195694038472194,-48.5927608594611,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.5927608594611,-0.9195694038472194]}"
101,63.482075,-42.4511,105.933174,0.13245441,0.35234207,-0.35234207,1.3349103,146.83182,139.99353,69.673164,-0.9195693611561637,-48.59269800007603,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59269800007603,-0.9195693611561637]}"
102,63.342346,-39.647297,102.98965,0.18512177,0.39458156,-0.39458156,1.1986358,105.248085,109.09962,49.608795,-0.9195693184639961,-48.592635140693886,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592635140693886,-0.9195693184639961]}"
103,72.83531,-37.015175,109.85049,0.29317394,0.44632107,-0.44632107,0.9346168,63.396698,85.39424,34.556477,-0.9195692757707161,-48.59257228131466,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59257228131466,-0.9195692757707161]}"
104,54.30543,-18.279255,72.58469,0.10599426,0.24820673,-0.24820673,0.7391123,153.26282,151.28683,95.00541,-0.9196330628108905,-48.5933265516563,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.5933265516563,-0.9196330628108905]}"
105,63.858433,-35.46696,99.32539,0.1273624,0.32458952,-0.32458952,1.1614121,158.69046,153.38971,84.23054,-0.9196330201269068,-48.59326369224385,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59326369224385,-0.9196330201269068]}"
106,61.9559,-38.51894,100.47484,0.120281816,0.3278439,-0.3278439,1.2422682,160.96097,151.98038,81.04388,-0.9196329774418108,-48.59320083283433,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59320083283433,-0.9196329774418108]}"
