system:index,EXG,EXR,ExGR,GLI1,NGRDI,RI,VARI,b1,b2,b3,lat,lon,res_m,.geo
115,29.896242,0.3521704,29.544073,0.082015395,0.16890258,-0.16890258,0.43675795,118.428024,115.55897,82.79367,-0.9196325932245456,-48.592635098279956,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592635098279956,-0.9196325932245456]}"
116,19.157179,5.383755,13.773423,0.09594801,0.09058141,-0.09058141,0.18512963,46.000774,53.669384,42.180813,-0.9196325505283275,-48.59257223889962,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59257223889962,-0.9196325505283275]}"
117,64.90492,-9.458768,74.363686,0.13372062,0.2184683,-0.2184683,0.47527158,135.93752,150.95592,101.06939,-0.9196962949168088,-48.59326364983805,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59326364983805,-0.9196962949168088]}"
118,67.44017,-13.836103,81.276276,0.13457027,0.22425194,-0.22425194,0.4912666,134.50102,149.37865,96.8161,-0.9196962522287755,-48.593200790427424,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.593200790427424,-0.9196962522287755]}"
119,68.71839,-15.108273,83.82667,0.13358717,0.22589958,-0.22589958,0.49891955,136.99153,151.60312,97.49632,-0.91969620953963,-48.59313793101971,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59313793101971,-0.91969620953963]}"
120,48.278805,1.5533338,46.72547,0.092413045,0.17715369,-0.17715369,0.4107527,151.32574,156.11095,112.61734,-0.919696166849372,-48.593075071614926,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.593075071614926,-0.919696166849372]}"
121,56.701942,-6.4305854,63.132526,0.11196394,0.2093437,-0.2093437,0.4919336,148.83357,156.2884,107.0413,-0.919696124158002,-48.59301221221305,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59301221221305,-0.919696124158002]}"
122,62.165367,-9.817157,71.98252,0.11517499,0.21911405,-0.21911405,0.52551305,159.37837,166.85783,112.171906,-0.9196960814655195,-48.592949352814095,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592949352814095,-0.9196960814655195]}"
123,54.651863,-3.2829006,57.934765,0.09840285,0.19422197,-0.19422197,0.46576416,163.59358,167.92262,117.59981,-0.9196960387719247,-48.59288649341806,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59288649341806,-0.9196960387719247]}"
124,50.401203,-3.1959066,53.59711,0.086366475,0.18788895,-0.18788895,0.47711962,166.36217,166.81824,116.873085,-0.9196959960772179,-48.592823634024946,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592823634024946,-0.9196959960772179]}"
